sku,store_view_code,name,description,short_description
24-MB01,luma_nl_nl,,"<P> De sportieve Joust Duffle Bag kan niet worden overtroffen - niet in de sportschool, niet op de bagageband, nergens. Groot genoeg om een ​​basketbal of voetbal en een aantal trainers met veel ruimte om reserve te halen, is het ideaal voor sporters met plaatsen om te gaan. <P>
<Ul>
<Li> Dubbele top handgrepen. </ Li>
<Li> Verstelbare schouderband. </ Li>
<Li> Full-length rits. </ Li>
<Li> L 29"" x B 13"" H x 11"" . </ Li>
</ Ul>",
24-MB04,luma_nl_nl,,"<P> Gemak is bijna niets wanneer uw dag is vol met actie. Dus of je gaat naar de klas, sportschool, of de ongeslagen pad, zorg ervoor dat je hebt je Streef Shoulder Pack gevuld met al uw essentials, en extra's als goed. </ P>
<Ul>
<Li> ritssluiting hoofdvak. </ Li>
<Li> Voor ritssluiting. </ Li>
<Li> kant gaas. </ Li>
<Li> Mobiele telefoon zak op band. </ Li>
<Li> Verstelbare schouderband en bovenste handvat. </ Li>
</ Ul>",
24-MB03,luma_nl_nl,Crown Summit Rugzak,"<P> The Crown Summit Backpack is even thuis in een sportschool locker, studie kubus of een pup tent, dus zorg ervoor dat de jouwe zit vol met boeken, een tas lunch, flessen water, yoga blok, laptop, of wat je wilt in hand. Robuust genoeg voor dag wandelingen en kamperen, heeft twee grote compartimenten rits en gevoerde, verstelbare schouderbanden. </ P>
<Ul>
<Li> Top handvat. </ Li>
<Li> Grommet gaten. </ Li>
<Li> Twee-weg ritsen. </ Li>
<Li> H 20"" W x 14"" x D 12"" . </ Li>
<Li> Gewicht: 2 pond, 8 oz. Volume:. 29 L </ li>
<Ul>",
24-MB05,luma_nl_nl,,"<P> Perfect voor de klas, het werk of de sportschool, de Wayfarer Messenger Bag zit vol met zakken. De dubbele gesp klepsluiting toont een organisatie-paneel en de ruime hoofdvak nog ruimte voor laptop en andere kleding. Een verstelbare schouderband en gemakkelijk handvat beloven eenvoudig dragen. </ P>
<Ul>
<Li> Multiple interne ritsen. </ Li>
<Li> Gemaakt van duurzaam nylon. </ Li>
</ Ul>",
24-MB06,luma_nl_nl,,"<P> De Rival Field Messenger pakt al uw campus, studio of het pad essentials in een uniek ontwerp van zachte, geweven leer - met veel karakter te sparen. Twee buitenzakken te houden van al uw kleinere items handig, en de ruime interieur biedt nog meer ruimte. </ P>
<Ul>
<Li> leder constructie. </ Li>
<Li> Verstelbare stof draagriem. </ Li>
<Li>. Afmetingen: 18"" x 10"" x 4"" </ li>
</ Ul>",
24-MB02,luma_nl_nl,Fusion Rugzak,"<P> Met de Fusion Backpack vastgebonden, elke tocht is een avontuur - zelfs een bus naar het werk. Dat is deels omdat twee grote compartimenten met ritssluiting slaan alles wat je nodig hebt, terwijl een front met ritssluiting en aan de zijkant mesh pouches zijn perfect voor het wegmoffelen van die kleine extra's, in het geval dat je van gedachten verandert en neem de vrije dag. </ P>
<Ul>
<Li> Duurzame nylon constructie. </ Li>
<Li> 2 main ritssluiting compartimenten. </ Li>
<Li> 1 buitenkant met ritssluiting. </ Li>
<Li> gazen zijzakken. </ Li>
<Li> Padded, verstelbare bandjes. </ Li>
<Li> Top draaggreep. </ Li>
<Li>. Afmetingen: 18"" x 10"" x 6"" </ li>
</ Ul>",
24-UB02,luma_nl_nl,,"<P> Goed voor uitstapjes naar het strand, spoor ontmoet, yoga retraites en nog veel meer, de Impulse Duffle is de metgezel je wilt aan uw zijde. Een groot U-vormige opening maakt het verpakken van een zorgeloos affaire, terwijl een rits binnenzak houdt sieraden en andere kleine kostbaarheden veilig weggestopt uit het zicht. </ P>
<Ul>
<Li> Wheeled. </ Li>
<Li> Dubbele draagriemen. </ Li>
<Li> Retractable top handvat. </ Li>
<Li> W 14"" x H 26"" x D 11"" . </ Li>
</ Ul>",
24-WB01,luma_nl_nl,Voyage Yoga Tas,"<P> Alles wat je nodig hebt voor een reis naar de sportschool zal passen in deze verrassend ruime Voyage Yoga Bag. Stock is met een fles water, verandering van kleding, een paar schoenen, en zelfs een paar beauty producten. Past in een locker en ritsen dicht voor de veiligheid. </ P>
<Ul>
<Li> Slip zak aan de voorzijde. </ Li>
<Li> biezen in contrasterende kleur. </ Li>
<Li> Duurzame nylon constructie. </ Li>
</ Ul>",
24-WB02,luma_nl_nl,Compete Track Tas,"<P> De Compete Track Tote heeft een groot aantal oefening levert met gemak. Stash je handdoek, jas en straat schoenen binnen. Tuck waterflessen in gemakkelijk toegankelijke buitenruimtes. Perfect voor uitstapjes naar de sportschool of yoga studio, met dubbele top handvatten voor het gemak van en naar. <P>
<Ul>
<Li> Twee-weg ritsen. </ Li>
<Li> Contrast detaillering. </ Li>
<Li> W 22.0"" x H 17"" x D 10"" . </ Li>
</ Ul>",
24-WB05,luma_nl_nl,Savvy Schouder Tas,"<P> Powerwalking naar de sportschool of een wandeling naar de plaatselijke koffiehuis, de Savvy Schouder Tote kunt u stash uw hoofdzaak in sportieve stijl! Een top-laadruimte biedt een snelle en gemakkelijke toegang tot grotere objecten, terwijl zakken met ritssluiting aan de voorzijde en hold kant contant geld, creditcards en telefoon. </ P>
<Ul>
<Li> waterdicht omhulsel. </ Li>
<Li> Water fles zak. </ Li>
<Li> Padded gelede schouderriem. </ Li>
<Li> Afmetingen:. B 21"" H x 15"" x D 10"" </ li>
</ Ul>",
24-WB06,luma_nl_nl,Endeavor Daypack,"<P> Met meer ruimte dan het lijkt, de Endeavour Daytrip rugzak zal een hele dag de moeite waard van boeken, bindmiddelen en een fitnessruimte kleren te houden. De ruime hoofdvak bevat een speciale laptop sleeve. Twee andere compartimenten hebben extra veel ruimte. </ P>
<Ul>
<Li> schuim gevoerde verstelbare schouderbanden. </ Li>
<Li> 900D polyester. </ Li>
<Li> Oversized ritsen. </ Li>
<Li> Locker loop. </ Li>
</ Ul>",
24-WB03,luma_nl_nl,Driven Rugzak,"<P> Schoolboeken, kamp spullen en yoga kleding opschieten prima in de all-purpose Driven Backpack. Vervaardigd met harde polyester ripstop, het is uitgerust met rubberen eindpanelen en gevoerde, verstelbare schouderbanden. De ruim hoofdvak is voorzien van gegoten schuim zakken die gastheer alles wat je nodig hebt. </ P>
<Ul>
<Li> Grote hoofd- en kleine ritscompartimenten. </ Li>
<Li> Verstelbare, gepolsterde schouderbanden. </ Li>
<Li> Binnen bescherming zakken. </ Li>
<Li> Buiten rits. </ Li>
<Li> Links sport fles zak. </ Li>
<Li> Survival gear apart verkocht. </ Li>
</ Ul>",
24-WB07,luma_nl_nl,,"<P> Voor lange weekenden weg, camping uitstapjes en zakenreizen, de Overnight Duffle kan niet kloppen. De dubbele handvatten maken het een makkie om te dragen, terwijl de duurzame waterdichte buitenkant helpt je minder over het weer zorgen. Met meerdere organisatorische zakken binnen en van buiten, het is de perfecte reisgenoot. </ P>
<Ul>
<Li> Dubbele top handgrepen. </ Li>
<Li> W 15"" x H 15"" x 9"" D. </ Li>
</ Ul>",
24-WB04,luma_nl_nl,,"<P> De naam zegt het, maar de Push It Messenger Bag is veel meer dan tote een drukke forensen. Het is een kast weg van huis als je trappen uit de klas of op het werk naar de sportschool en rug of weer thuis. Het is de perfecte grootte en vorm voor laptop, gevouwen kleding, zelfs extra schoenen. </ P>
<Ul>
<Li> Verstelbare crossbody riem. </ Li>
<Li> Top handvat. </ Li>
<Li> rits binnenzak. </ Li>
<Li> Veilig clip sluitingen. </ Li>
<Li> Duurzame weefselconstructie. </ Li>
</ Ul>",
24-UG06,luma_nl_nl,Affirm Waterfles,"<P> U zult gehydrateerd met gemak met de Affirm Water Bottle door uw kant of in de hand te blijven. Metingen op de hulp van buitenaf je bijhouden hoeveel je drinkt, terwijl de schroefdop voorkomt morsen. Een metalen karabijnhaak clip stelt u in staat om het te hechten aan de buitenkant van een rugzak of tas voor gemakkelijke toegang. </ P>
<Ul>
<Li> Gemaakt van plastic. </ Li>
<Li> gegroefde zijkanten voor een goede grip. </ Li>
</ Ul>",
24-UG07,luma_nl_nl,,"<P> Haal het meeste uit uw beperkte training venster met onze Dual-Handle Cardio Ball. De 15-lb bal maximaliseert de inspanning-impact op uw buik, bovenarm en onderlichaam spieren. Het beschikt over een handvat aan elke kant voor een stevige en veilige grip. </ P>
<Ul>
<Li> Duurzaam plastic frame met zand vullen.
<Li> twee handgrepen.
<Li> 15 pond.
</ Ul>",
24-UG04,luma_nl_nl,Zing Springtouw,"<P> Een van 's werelds eenvoudigste en meest draagbare oefening apparaten, een springtouw biedt keuze uit talloze variaties en fitness output. De Zing Jump Rope gaat overal en kan gebruikt worden elk moment. Het is in lengte verstelbaar en heeft schuimhandvatten vormgegeven voor een goede grip. </ P>
<Ul>
<Li> De contouren aangegeven foam handgrepen.
<Li> Verstelbare lengte.
</ Ul>",
24-UG02,luma_nl_nl,Pursuit Lumaflex&trade; Elastiek,"<P> Save je knieën en gewrichten terwijl het versterken van de armen, benen en kern met de Pursuit Lumaflex & trade; Tone Band. Deze ultra-duurzame training tool kunt u een full-body workout vrij van volumineuze machines of vrije gewichten te voltooien. </ P>
<Ul>
<Li> Huis en / of gebruik van de fitnessruimte. </ Li>
<Li> Ergonomische handvatten. </ Li>
</ Ul>",
24-UG05,luma_nl_nl,Go-Get'r Push-up Handgrepen,"<P> The Go-Get'r opdruksteunen veilig zorgen voor de extra bereik van de beweging die u nodig heeft voor een diepe dip routine targeting kern, schouder, borst en arm kracht. Doe minder pushups het gebruik van meer energie, betere resultaten sneller dan de standaard vloer-level techniek opbrengst. </ P>
<Ul>
<Li> Duurzaam foam grips. </ Li>
<Li> Ondersteunend base. </ Li>
</ Ul>",
24-UG01,luma_nl_nl,Quest Lumaflex&trade; Elastiek,"<P> Van leg extensions en staande kraakpanden om een ​​volledig assortiment van de vloer routines, de Quest Strength Band brengt uw eigen persoonlijke sportschool met je overal mee naar toe. Ontworpen om extra weerstand toe te voegen aan elke trainingssessie, deze sterkte band helpt u toon en je spieren te definiëren. U zult genieten van de extra comfort van de grip handvatten en verstelbare design. </ P>
<Ul>
<Li> past van 30"" tot 55"" .
<Li> Grippy het comfort handgrepen.
<Li> Elastische rubber constructie.
</ Ul>",
24-WG084,luma_nl_nl,Sprite Foam Yoga Blok,"<P> Onze-best verkopende yoga prop, de 4-inch, hoge kwaliteit Sprite Foam Yoga Brick is populair bij zowel yoga beginners en studio professionals. Een essentieel yoga accessoire, de yoga baksteen is een instrument van cruciaal belang voor het vinden van balans en uitlijning in veel voorkomende yoga houdingen. U kunt kiezen uit 5 kleuren. </ P>
<Ul>
<Li> Standaard Groot formaat: 4"" x 6"" x 9"" .
<Li> afgeschuinde randen voor een ideale contour grip.
<Li> Duurzaam en zacht, krasvast schuim.
<Li> Individueel verpakt.
<Li> Ten kleurkeuzes.
</ Ul>",
24-WG088,luma_nl_nl,,"<P> Het doet pijn zo goed om de Sprite Foam Roller te gebruiken op pijnlijke, vermoeide spieren voor myofasciale massage therapie. Of u kunt deze fundamentele stuk toe te voegen aan uw Pilates en yoga accouterment, of toe te passen in de richting van core stability, versterking en balans oefening. </ P>
<Ul>
<Li> 6 '' breed en 12 '' lang. </ Li>
<Li> Safe voor myofasciale release. </ Li>
<Li> EPP of PE-schuim opties. </ Li>
<Li> Solid, dicht, gesloten celstructuur. </ Li>
</ Ul>",
24-UG03,luma_nl_nl,Harmony Lumaflex&trade; Fitness Elastiek Set,"<P> Vergeet fantasie machines en dure lidmaatschappen - de Harmony Lumaflex & trade; Stength Band Kit is alles wat je nodig hebt voor een geweldige training. De kit heeft alles wat je nodig hebt voor een scala aan versterking en toning oefeningen. </ P>
<Ul>
<Li> Drie flex bands. </ Li>
<Li> Met textuur, ergonomische grip. </ Li>
<Li> Verstelbare lengtes. </ Li>
<Li> Mesh draagtas meegeleverd. </ Li>
</ Ul>",
24-MG04,luma_nl_nl,Aim Analoge Horloge,"<P> Stay voorsprong op de concurrentie met onze Doel Analog Watch lichtjaar. De flexibele, met rubber band is vormgegeven om te voldoen aan de vorm van uw pols voor een comfortabel de hele dag fit. Het gezicht heeft drie verlichte handen, een digitale uitlezing van de huidige tijd en stopwatch functies. </ P>
<Ul>
<Li> Japans quartz uurwerk. </ Li>
<Li> band past 7"" tot 8,0"" . </ Li>
</ Ul>",
24-MG01,luma_nl_nl,Endurance Horloge,"<P> Het is gemakkelijk op te sporen en te controleren uw training voortgang met de Endurance Watch. Je ziet standaard informatie, zoals tijd, datum en dag van de week, maar het werkt ook voor de serieuze high-kilometerstand athete:. Rondeteller, stopwatch, afstand, hartslag, snelheid / tempo, cadans en hoogte </ p>
<Ul>
<Li> Digitaal display. </ Li>
<Li> LED backlight. </ Li>
<Li> band past 7"" tot 10"" . </ Li>
<Li> 1-jaar beperkte garantie. </ Li>
<Li> Wordt geleverd met gepolijste metalen behuizing. </ Li>
</ Ul>",
24-MG03,luma_nl_nl,Summit Horloge,"<P> Trek hoog en laag in de sfeervolle Summit Watch, die een digitale LED-display is voorzien van met de tijd en datum, stopwatch, rondeteller, en 3 seconden backlight. Het kan ook de berekening van het aantal stappen genomen en het aantal verbrande calorieën. </ P>
<Ul>
<Li> De geborstelde metalen behuizing. </ Li>
<Li> Waterbestendig (100 meter). </ Li>
<Li> Buckle sluiting. </ Li>
<Li> band past 7"" - 10"" . </ Li>
<Li> 1-jaar beperkte garantie. </ Li>
</ Ul>",
24-MG05,luma_nl_nl,Cruise Dual Analoge Horloge,"<P> Of je nu reist of wou dat je, je zal je nooit laten tijdzones verwarren u opnieuw met de Cruise Dual Analog Watch. De dikke, verstelbare band belooft een comfortabele, persoonlijke pasvorm om deze stijlvolle, moderne tijd stuk. </ P>
<Ul>
<Li> Twee wijzerplaten. </ Li>
<Li> RVS behuizing. </ Li>
<Li> Verstelbare lederen band. </ Li>
</ Ul>",
24-MG02,luma_nl_nl,Dash Digitale Horloge,"<P> De Dash Digital Watch zal je uitdagen om harder en langer te duwen. Log workouts op datum, gemiddelde en segment tijden, en op te laden door het instellen van hydratatie en voeding alarmen. Dit horloge is ingericht met een slanke, vierkant gezicht en duurzame rubberen band voor een lange levensduur. </ P>
<Ul>
<Li> Digitaal display. </ Li>
<Li> LED backlight. </ Li>
<Li> Rubberen band met gespsluiting. </ Li>
<Li> 1-jaar beperkte garantie. </ Li>",
24-WG09,luma_nl_nl,Luma Analoge Horloge,"<P> Ontworpen om op te staan ​​om uw actieve levensstijl, deze vrouwen Luma analoge horloge is voorzien van een smaakvolle geborsteld chroom afwerking en een roestvrijstalen, waterbestendige constructie voor duurzaamheid. </ P>
<Ul>
<Li> Precision Miyota & reg; drie wijzers. </ li>
</ Ul>",
24-WG01,luma_nl_nl,Bolo Sporthorloge,"<P> De Bolo Sport Watch is strak, sportief en precies het juiste formaat om uw kleinere pols past. Gemakkelijk te lezen en het opzetten en beschikt over een grote digitale gezicht en druk op de knop geactiveerd alarm en stopwatch. De soft-touch kunststof band belooft no-snuifje comfort, terwijl de waterbestendig ontwerp kunt u uw training naar het ronde zwembad. </ P>
<Ul>
<Li> Geeft de tijd, dag en datum. </ Li>
<Li> Two-tone design. </ Li>
<Li> 12/24 uur formaten. </ Li>
<Li> Nikkelvrije gesp op band. </ Li>
<Li> Inclusief batterij. </ Li>
</ Ul>",
24-WG03,luma_nl_nl,Clamber Horloge,"<P> Blijf op de hoogte van de tijd op de loopband of het pad met onze Clamber Watch. De flexibele, met rubber band is vormgegeven om te voldoen aan uw pols voor een comfortabele pasvorm de hele dag. Het gezicht is voorzien van een verlichte digitale aflezing van de huidige tijd en stopwatch functies. </ P>
<Ul>
<Li> Japans quartz uurwerk. </ Li>
<Li> Strap past 5"" tot 6,0"" . </ Li>
</ Ul>",
24-WG02,luma_nl_nl,Didi Sporthorloge,"<P> Het Didi Sport Watch helpt u uw workout plan te houden tot aan de tweede. De verticale, digitale gezicht ziet er strak en futuristisch. Dit horloge is geprogrammeerd met tal van handige functies, zoals een timer, een wekker, een stappenteller, en nog veel meer om te helpen uw oefening productiever te maken. </ P>
<Ul>
<Li> Digitaal display. </ Li>
<Li> LED backlight. </ Li>
<Li> Rubberen band met gespsluiting. </ Li>
<Li> 1-jaar beperkte garantie. </ Li>
</ Ul>",
240-LV04,luma_nl_nl,,"<P> Beginner's Yoga begint u het pad in de richting van kracht, evenwicht en mentale focus. Met deze video download, hoef je niet aan een groot kampioen of de fitnessruimte goeroe om de beste en meest fundamentele technieken voor fundering van een leven lang leren yoga zijn. </ P>
<Ul>
<Li> Video downloaden </ li>
<Li> Vijf trainingen. </ Li>
<Li> balans, kracht en uithoudingsvermogen. </ Li>
<Li> Flexibiliteit en kern van kracht. </ Li>
<Li> Inclusief modificatie voor beginners. </ Li>
</ Ul>","<P>
Het moeilijkste yoga houdingen te beheersen zijn degenen die ten onrechte geleerd als een beginner. Luma's Beginner's Yoga is een fantastische manier om in te breken in uw eerste yoga-sessie en beginnen de reis naar een langer, slanker en gezonder lichaam. Vol vertrouwen je weg te vinden in yoga met deze effectieve maar zachte programma. U vindt een goede afstemming en hoe om veelgemaakte fouten te omzeilen te leren.
</ P>"
240-LV05,luma_nl_nl,,"<P> Luma LifeLong Fitness-serie is een wereldwijd erkende, evidence-based oefenprogramma speciaal ontworpen voor personen gericht op actief blijven hun hele leven. Als je dit regelmatig gevolgd, zullen de deelnemers zien verbeterde hartslag en bloeddruk, verhoogde mobiliteit, minder pijn in de gewrichten en de algehele verbetering van de functionele conditie en gezondheid. </>
<Ul>
<Li> 10 minuten op te warmen. </ Li>
<Li> 30 minuten van milde aerobics. </ Li>
<Li> 20 minuten van kracht, stretch en balans. </ Li>
<Li> Uitgebreide wijzigingen voor het variëren van fitness niveaus. </ Li>
</ Ul>","<P>
De instructeurs en routines te zien in LifeLong Fitness IV zorgen voor veilige opties om alle vormen van fysieke omstandigheden en mogelijkheden dienen. Bereik van de beweging, lichaamsbewustzijn en ademend praktijken zijn essentiële instrumenten van yoga zelfzorg, essentieel voor het behoud alertheid, gezondheid en waardigheid meer dan een mensenleven. De LifeLong reeks van de geschiktheid erkent dat naarmate we ouder worden, de veiligheid en duurzaamheid van onze oefening worden net zo belangrijk als het indrukken van onze grenzen.
</ P>"
240-LV06,luma_nl_nl,,"<P> Luma presenteert een innovatieve kracht vinyasa yoga klasse voor intermediate en gevorderde beoefenaars. De video kunt u tempo jezelf, maar intenser werk levert langer rust. Deze klasse is zeer geschikt voor de meer gevorderde studenten op zoek naar een goede afstemming te leren in hun yoga praktijk. </ P>
<Ul>
<Li> Inclusief een overzicht van 12 verschillende houdingen. </ Li>
<Li> Chataranga Dandasana en gebed twist. </ Li>
<Li> Uitdagende houding (kant vogelvlucht). </ Li>
<Li> 55 minuten van de beweging. </ Li>
</ Ul>","<P>
De praktijken van deze downloadbare training video wordt alleen aanbevolen voor ervaren tot gevorderde studenten. Degenen met de fundamentele vaardigheden die nodig zijn zullen niet willen het inzicht en advies van wereldberoemde trainer Erin Renny in deze exclusieve Luma begeleide yoga-sessies missen. Hele lichaam, arm balans en kracht in de benen workouts betrekken, te versterken en de mobiliteit te verhogen.
</ P>"
240-LV07,luma_nl_nl,,"<P> Circuit training helpt banish de verveling van traditionele trainingen. De Solo stroomcircuit downloaden kunt u een maximale efficiëntie circuit training Luma in de training de tijd die je beschikbaar hebt ervaren. Leer geheimen aan pond, afname lichaamsvet, beeldhouwen verbazingwekkende abs, en de toon schuur om je hele lichaam opnieuw vorm te geven. Je voelt het verschil al na één circuit. </ P>
<Ul>
<Li> Targets abs, armen en benen. </ Li>
<Li> 6 leuke interval training circuits. </ Li>
<Li> Makkelijk te volgen. </ Li>
<Li> nodig Geen speciale apparatuur. </ Li>
<Li> 43 min. </ Li>
</ Ul>","<P>
Veel hedendaagse oefening trends te offeren vorm en precisie in het voordeel van herhalingen en ""PR"" doelen. Luma's Solo Kracht Circuit leert technieken om je veilig te houden. Maar denk niet dat je gemakkelijk af: als het gaat om het opbouwen van spieren en vet te verbranden, zullen deze routines niet teleurstellen. Een fusie van circuit training, yoga, Pilates en hardlopen, Solo stroomcircuit brengt je sweatiest best.
</ P>"
240-LV08,luma_nl_nl,,"<P> Geavanceerde Pilates & Yoga zal u helpen om uw flexibiliteit en toon kern spiergroepen te verhogen door middel van een verkwikkende workout voor je hele lichaam. De Pilates workout is een grondige sterkte-conditioning sessie die verhoogt de flexibiliteit, uithoudingsvermogen en houding. De Yoga workout bevat legacy en nieuwe houdingen tot één doorlopende routine die laat je uitgeput voelen en vervuld in een keer. </ P>
<Ul>
<Li> Pilates-Yoga fusie. </ Li>
<Li> Ademhaling warmup en cooldown. </ Li>
<Li> uur durende sessie. </ Li>
<Li> High-definition video. </ Li>
<Ul>","<P>
Geen apparatuur nodig. Geavanceerde Pilates & Yoga (Strength) is een spier te definiëren programma dat evenwicht, cardio en flexibiliteit bewegingen telt met plyometric en lichaamsgewicht op basis van oefeningen voor een all-round, fysiek uitdagende workout. De Pilates elementen van deze compilatie te brengen zachte weerstand opdrachtgevers in de routines, de nadruk op veiligheid, techniek en bereik van de beweging.
</ P>"
240-LV09,luma_nl_nl,,"<Ul> <li> Verhoog de kracht + flexibiliteit + metabolisme </ li> <li> Verbrand calorieën + een goed gevoel </ li> <li> Gain energie + jeugdigheid + mentale wellness </ li> </ ul> <h3 style = ""margin-top: 30px;""> Download beschrijving </ h3> <p> <strong style = ""display: block; margin: 20px 0 5px;""> Tone up lichaam en geest </ strong> Pro Yoga Instructor en Master Practitioner Marie Peale helpt toon en beeldhouwen je lichaam met haar verkwikkende en toch zachte aanpak. </ p> <p> je leert om gebruik te maken van yoga om te ontspannen, de controle van stress en het verhogen van uw calorie-brandende capaciteit, al tijdens het verkennen van traditionele en nieuwe yoga houdingen dat verlengen en versterken van uw volledige gespierde structuur. </ P> <ul> <li> eenvoudig te downloaden </ li> <li> audio-opties: Muziek en instructie of instructie alleen </ li> <li> Hartslag technieken uitgelegd </ li> <li> Ademhalingstechnieken uitgelegd < / li> <li> Verplaatsen door middel van oefeningen in uw eigen tempo </ li> </ ul> <p> Twee 25-minuten durende workout afleveringen en een 40-minuten durende workout episode met een warming-up en cooling-down: </ p> < p> <strong style = ""display: block; margin: 20px 0 5px;""> Episode 1 </ strong> Creative, fun sessie gericht op het openen van uw longen. Combineert stretching en ademhaling met een focus op de heupen en de schouders. </ P> <p> <strong style = ""display: block; margin: 20px 0 5px;""> Episode 2 </ strong> Ramp het tempo en energie met calorieverbrandende stromen. Een stimulerende training invoering van het lichaam beeldhouwen macht van de yoga </ p> <p> <strong style = ""display: block; margin: 20px 0 5px;"">. Episode 3 </ strong> Duw je fitness bereik en uithoudingsvermogen met een intense reeks van staande en grondoefeningen en poses. . Beëindig deze extra lange sessie met een meditatieve cool-down </ p> <h3 style = ""margin-top: 30px;""> instructeur bio </ h3> <p> <strong style = ""display: block; margin: 20px 0 5px; ""> Over Marie </ strong> Marie is een getrainde martial artist en danser met een BS in Biological engineering en meer dan 10 jaar als een gecertificeerd yogaleraar. Marie heeft yoga gestudeerd in Engeland, India en, in 2009, bij de Ashraqat Ashram Yoga Farm in de Verenigde Staten. Ze is voltijds te onderwijzen sindsdien. Haar focus op kracht en wellness combineert een grondige kennis van de menselijke biologie en motivatie geleid door onvoorwaardelijke liefde voor haar publiek. </ P>","<P>
